"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"nycflights13","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.0.2.9000",NA,"R (>= 3.6)","tibble",NA,"covr, dplyr",NA,"CC0",NA,NA,NA,NA,"no","4.4.0"
"openssl","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.2.1",NA,NA,"askpass",NA,"curl, testthat (>= 2.1.0), digest, knitr, rmarkdown,
jsonlite, jose, sodium",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"openxlsx","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","4.2.7",NA,"R (>= 3.3.0)","grDevices, methods, Rcpp, stats, stringi, utils, zip","Rcpp","curl, formula.tools, knitr, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"optimParallel","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.0-2",NA,"R (>= 3.5), stats, parallel",NA,NA,"R.rsp, roxygen2, spam, microbenchmark, testthat, ggplot2,
numDeriv, lbfgsb3c",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"org.Hs.eg.db","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","3.19.1",NA,"R (>= 2.7.0), methods, AnnotationDbi (>= 1.65.2)",NA,NA,"DBI, annotate, RUnit",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.1"
"org.Mm.eg.db","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","3.19.1",NA,"R (>= 2.7.0), methods, AnnotationDbi (>= 1.65.2)",NA,NA,"DBI, annotate, RUnit",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.0"
"pacman","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.5.1",NA,"R (>= 3.5.0)","remotes, methods, stats, utils",NA,"BiocManager, knitr, lattice, testthat (>= 0.9.0), XML",NA,"GPL-2",NA,NA,NA,NA,"no","4.4.0"
"paletteer","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.6.0",NA,"R (>= 2.10)","prismatic, rematch2, rlang, rstudioapi",NA,"covr, ggplot2 (>= 3.3.0), ggthemes (>= 4.0.0), harrypotter
(>= 2.1.0), knitr, oompaBase, palr, pals, rmarkdown, scico,
testthat (>= 2.1.0), vdiffr, viridisLite",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.0"
"parallelly","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.38.0",NA,NA,"parallel, tools, utils",NA,NA,NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"yes","4.4.1"
"patchwork","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.2.0",NA,NA,"ggplot2 (>= 3.0.0), gtable, grid, stats, grDevices, utils,
graphics, rlang, cli",NA,"knitr, rmarkdown, gridGraphics, gridExtra, ragg, testthat (>=
2.1.0), vdiffr, covr, png",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"pbapply","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.7-2",NA,"R (>= 3.2.0)","parallel",NA,"shiny, future, future.apply",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.0"
"pbkrtest","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.5.3",NA,"R (>= 4.2.0), lme4 (>= 1.1.31)","broom, dplyr, MASS, methods, numDeriv, Matrix (>= 1.2.3), doBy",NA,"markdown, knitr",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"pcaPP","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.0-5",NA,"R(>= 3.6.2)","mvtnorm, methods",NA,"robustbase",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.4.1"
"phangorn","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.11.1",NA,"ape (>= 5.6), R (>= 4.1.0)","digest, fastmatch, generics, graphics, grDevices, igraph (>=
1.0), Matrix, methods, parallel, quadprog, Rcpp, stats, utils","Rcpp","Biostrings, knitr, magick, rgl, rmarkdown, seqinr, seqLogo,
tinytest, xtable",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"pheatmap","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.0.12",NA,"R (>= 2.0)","grid, RColorBrewer, scales, gtable, stats, grDevices, graphics",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.4.0"
"phytools","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.3-0",NA,"R (>= 3.5.0), ape (>= 5.7), maps","clusterGeneration, coda, combinat, DEoptim, doParallel, expm,
foreach, graphics, grDevices, MASS, methods, mnormt, nlme,
numDeriv, optimParallel, parallel, phangorn (>= 2.3.1),
scatterplot3d, stats, utils",NA,"animation, geiger, plotrix, RColorBrewer, rgl",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"pillar","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.9.0",NA,NA,"cli (>= 2.3.0), fansi, glue, lifecycle, rlang (>= 1.0.2), utf8
(>= 1.1.0), utils, vctrs (>= 0.5.0)",NA,"bit64, DBI, debugme, DiagrammeR, dplyr, formattable, ggplot2,
knitr, lubridate, nanotime, nycflights13, palmerpenguins,
rmarkdown, scales, stringi, survival, testthat (>= 3.1.1),
tibble, units (>= 0.7.2), vdiffr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"pkgbuild","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.4.4",NA,"R (>= 3.5)","callr (>= 3.2.0), cli (>= 3.4.0), desc, processx, R6",NA,"covr, cpp11, knitr, mockery, Rcpp, rmarkdown, testthat (>=
3.0.0), withr (>= 2.3.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"pkgconfig","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.0.3",NA,NA,"utils",NA,"covr, testthat, disposables (>= 1.0.3)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"pkgdown","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.1.0",NA,"R (>= 3.6)","bslib (>= 0.5.1), callr (>= 3.7.3), cli (>= 3.6.1), desc (>=
1.4.0), digest, downlit (>= 0.4.4), fontawesome, fs (>= 1.4.0),
httr2 (>= 1.0.0), jsonlite, openssl, purrr (>= 1.0.0), ragg,
rlang (>= 1.1.0), rmarkdown (>= 2.27), tibble, whisker, withr
(>= 2.4.3), xml2 (>= 1.3.1), yaml",NA,"covr, diffviewer, evaluate (>= 0.24.0), gert, gt, htmltools,
htmlwidgets, knitr, lifecycle, magick, methods, pkgload (>=
1.0.2), quarto, rsconnect, rstudioapi, rticles, sass, testthat
(>= 3.1.3), tools",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"pkgload","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.4.0",NA,"R (>= 3.4.0)","cli (>= 3.3.0), desc, fs, glue, lifecycle, methods, pkgbuild,
processx, rlang (>= 1.1.1), rprojroot, utils, withr (>= 2.4.3)",NA,"bitops, jsonlite, mathjaxr, pak, Rcpp, remotes, rstudioapi,
testthat (>= 3.2.1.1), usethis",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
"plogr","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.2.0",NA,NA,NA,NA,"Rcpp",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"plotly","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","4.10.4",NA,"R (>= 3.2.0), ggplot2 (>= 3.0.0)","tools, scales, httr (>= 1.3.0), jsonlite (>= 1.6), magrittr,
digest, viridisLite, base64enc, htmltools (>= 0.3.6),
htmlwidgets (>= 1.5.2.9001), tidyr (>= 1.0.0), RColorBrewer,
dplyr, vctrs, tibble, lazyeval (>= 0.2.0), rlang (>= 0.4.10),
crosstalk, purrr, data.table, promises",NA,"MASS, maps, hexbin, ggthemes, GGally, ggalluvial, testthat,
knitr, shiny (>= 1.1.0), shinytest (>= 1.3.0), curl, rmarkdown,
Cairo, broom, webshot, listviewer, dendextend, sf, png,
IRdisplay, processx, plotlyGeoAssets, forcats, withr,
palmerpenguins, rversions, reticulate, rsvg",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"plyr","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.8.9",NA,"R (>= 3.1.0)","Rcpp (>= 0.11.0)","Rcpp","abind, covr, doParallel, foreach, iterators, itertools,
tcltk, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"png","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.1-8",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.4.0"
"Polychrome","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.5.1",NA,"R (>= 3.5.0)","colorspace, scatterplot3d, methods, graphics, grDevices,
stats, utils",NA,"RColorBrewer, knitr, rmarkdown, ggplot2",NA,"Apache License (== 2.0)",NA,NA,NA,NA,"no","4.4.0"
"polyclip","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.10-7",NA,"R (>= 3.5.0)",NA,NA,NA,NA,"BSL",NA,NA,NA,NA,"yes","4.4.1"
"polynom","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.4-1",NA,NA,"stats, graphics",NA,"knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","4.4.0"
"pracma","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.4.4",NA,"R (>= 3.1.0)","graphics, grDevices, stats, utils",NA,"NlcOptim, quadprog",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.4.1"
"praise","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.0.0",NA,NA,NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"presto","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.0.0",NA,"R (>= 3.4.0), Rcpp, data.table","dplyr, methods, tidyr, purrr, tibble, Matrix, rlang, stats,
utils","Rcpp, RcppArmadillo","knitr, rmarkdown, testthat, Seurat, SingleCellExperiment,
SummarizedExperiment, broom, BiocStyle, DESeq2",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"prettyunits","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.2.0",NA,"R(>= 2.10)",NA,NA,"codetools, covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"princurve","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.1.6",NA,"R (>= 3.0)","stats, graphics, grDevices, Rcpp","Rcpp","devtools, testthat",NA,"GPL-2",NA,NA,NA,NA,"yes","4.4.1"
"prismatic","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.1.2",NA,"R (>= 3.2)","graphics, farver (>= 2.0.1), grDevices",NA,"covr, cli, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"processx","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","3.8.4",NA,"R (>= 3.4.0)","ps (>= 1.2.0), R6, utils",NA,"callr (>= 3.7.3), cli (>= 3.3.0), codetools, covr, curl,
debugme, parallel, rlang (>= 1.0.2), testthat (>= 3.0.0),
webfakes, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"profvis","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.3.8",NA,"R (>= 3.0)","htmlwidgets (>= 0.3.2), purrr, rlang (>= 0.4.9), stringr,
vctrs",NA,"knitr, ggplot2, rmarkdown, testthat (>= 3.0.0), devtools,
shiny, htmltools",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"progress","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.2.3",NA,"R (>= 3.6)","crayon, hms, prettyunits, R6",NA,"Rcpp, testthat (>= 3.0.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"progressr","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.14.0",NA,"R (>= 3.5.0)","digest, utils",NA,"graphics, tcltk, beepr, cli, crayon, pbmcapply, progress,
purrr, foreach, plyr, doFuture, future, future.apply, furrr,
RPushbullet, rstudioapi, shiny, commonmark, base64enc, tools",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.4.0"
"promises","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.3.0",NA,NA,"fastmap (>= 1.1.0), later, magrittr (>= 1.5), R6, Rcpp, rlang,
stats","later, Rcpp","future (>= 1.21.0), knitr, purrr, rmarkdown, spelling,
testthat, vembedr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"proxy","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.4-27",NA,"R (>= 3.4.0)","stats, utils",NA,"cba",NA,"GPL-2",NA,NA,NA,NA,"yes","4.4.1"
"proxyC","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.4.1",NA,"R (>= 3.1.0), methods","Matrix (>= 1.2), Rcpp (>= 0.12.12)","Rcpp, RcppArmadillo (>= 0.7.600.1.0)","testthat, entropy, proxy, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"ps","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.7.7",NA,"R (>= 3.4)","utils",NA,"callr, covr, curl, pillar, pingr, processx (>= 3.1.0), R6,
rlang, testthat (>= 3.0.0), webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"purrr","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.0.2",NA,"R (>= 3.5.0)","cli (>= 3.6.1), lifecycle (>= 1.0.3), magrittr (>= 1.5.0),
rlang (>= 1.1.1), vctrs (>= 0.6.3)","cli","covr, dplyr (>= 0.7.8), httr, knitr, lubridate, rmarkdown,
testthat (>= 3.0.0), tibble, tidyselect",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"qs","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.26.3",NA,"R (>= 3.0.2)","Rcpp, RApiSerialize (>= 0.1.1), stringfish (>= 0.15.1)","Rcpp, RApiSerialize, stringfish, BH","knitr, rmarkdown, testthat, dplyr, data.table",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"quadprog","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.5-8",NA,"R (>= 3.1.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"quantreg","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","5.98",NA,"R (>= 3.5), stats, SparseM","methods, graphics, Matrix, MatrixModels, survival, MASS",NA,"interp, rgl, logspline, nor1mix, Formula, zoo, R.rsp, conquer",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.0"
"qvalue","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.36.0",NA,"R(>= 2.10)","splines, ggplot2, grid, reshape2",NA,"knitr",NA,"LGPL",NA,NA,NA,NA,"no","4.4.0"
"R.cache","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.16.0",NA,"R (>= 2.14.0)","utils, R.methodsS3 (>= 1.8.1), R.oo (>= 1.24.0), R.utils (>=
2.10.1), digest (>= 0.6.13)",NA,NA,NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.4.1"
"R.methodsS3","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.8.2",NA,"R (>= 2.13.0)","utils",NA,"codetools",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.4.0"
"R.oo","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.26.0",NA,"R (>= 2.13.0), R.methodsS3 (>= 1.8.2)","methods, utils",NA,"tools",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.4.0"
"R.utils","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.12.3",NA,"R (>= 2.14.0), R.oo","methods, utils, tools, R.methodsS3",NA,"datasets, digest (>= 0.6.10)",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.4.0"
"R6","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.5.1",NA,"R (>= 3.0)",NA,NA,"testthat, pryr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"ragg","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.3.2",NA,NA,"systemfonts (>= 1.0.3), textshaping (>= 0.3.0)","systemfonts, textshaping","covr, graphics, grid, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"RANN","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.6.2",NA,NA,NA,NA,"testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.4.1"
"RApiSerialize","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.1.3",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"rappdirs","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.3.3",NA,"R (>= 3.2)",NA,NA,"roxygen2, testthat (>= 3.0.0), covr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"rcmdcheck","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.4.0",NA,NA,"callr (>= 3.1.1.9000), cli (>= 3.0.0), curl, desc (>= 1.2.0),
digest, pkgbuild, prettyunits, R6, rprojroot, sessioninfo (>=
1.1.1), utils, withr, xopen",NA,"covr, knitr, mockery, processx, ps, rmarkdown, svglite,
testthat, webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"RColorBrewer","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.1-3",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.4.0"
"Rcpp","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.0.13",NA,NA,"methods, utils",NA,"tinytest, inline, rbenchmark, pkgKitten (>= 0.1.2)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"RcppAnnoy","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.0.22",NA,"R (>= 3.1)","methods, Rcpp","Rcpp","tinytest",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.0"
"RcppArmadillo","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","14.0.0-1",NA,"R (>= 3.3.0)","Rcpp (>= 1.0.8), stats, utils, methods","Rcpp","tinytest, Matrix (>= 1.3.0), pkgKitten, reticulate, slam",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"RcppEigen","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.3.4.0.2",NA,"R (>= 3.6.0)","Rcpp (>= 0.11.0), stats, utils","Rcpp","Matrix, inline, tinytest, pkgKitten, microbenchmark",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"RcppHNSW","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.6.0",NA,NA,"methods, Rcpp (>= 0.11.3)","Rcpp","covr, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.4.0"
"RcppParallel","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","5.1.9",NA,"R (>= 3.0.2)",NA,NA,"Rcpp, RUnit, knitr, rmarkdown",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.4.1"
"RcppProgress","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.4.2",NA,NA,NA,NA,"RcppArmadillo, devtools, roxygen2, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.4.0"
"RcppRoll","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.3.1",NA,"R (>= 2.15.1)","Rcpp","Rcpp","zoo, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"RcppTOML","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.2.2",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.5)","Rcpp","tinytest",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.0"
"RCurl","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.98-1.16",NA,"R (>= 3.4.0), methods","bitops",NA,"XML",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"readr","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.1.5",NA,"R (>= 3.6)","cli (>= 3.2.0), clipr, crayon, hms (>= 0.4.1), lifecycle (>=
0.2.0), methods, R6, rlang, tibble, utils, vroom (>= 1.6.0)","cpp11, tzdb (>= 0.1.1)","covr, curl, datasets, knitr, rmarkdown, spelling, stringi,
testthat (>= 3.2.0), tzdb (>= 0.1.1), waldo, withr, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"ReadWriter","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.5.4",NA,"Stringendo (>= 0.5.0)","gtools, openxlsx, readr",NA,NA,NA,"GPL-3 + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"readxl","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.4.3",NA,"R (>= 3.6)","cellranger, tibble (>= 2.0.1), utils","cpp11 (>= 0.4.0), progress","covr, knitr, rmarkdown, testthat (>= 3.1.6), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"rematch","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.0.0",NA,NA,NA,NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"rematch2","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.1.2",NA,NA,"tibble",NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"remotes","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.5.0",NA,"R (>= 3.0.0)","methods, stats, tools, utils",NA,"brew, callr, codetools, covr, curl, git2r (>= 0.23.0), knitr,
mockery, pingr, pkgbuild (>= 1.0.1), rmarkdown, rprojroot,
testthat (>= 3.0.0), webfakes, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"renv","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.0.7",NA,NA,"utils",NA,"BiocManager, cli, covr, cpp11, devtools, gitcreds, jsonlite,
knitr, miniUI, packrat, pak, R6, remotes, reticulate,
rmarkdown, rstudioapi, shiny, testthat, uuid, waldo, yaml,
webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"repr","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.1.7",NA,"R (>= 3.0.1)","utils, grDevices, htmltools, jsonlite, pillar (>= 1.4.0),
base64enc",NA,"methods, highr, Cairo, stringr, testthat (>= 3.0.0), leaflet","data.table, tibble, htmlwidgets, vegalite, plotly, geojsonio","GPL (>= 3)",NA,NA,NA,NA,"no","4.4.1"
"reprex","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.1.1",NA,"R (>= 3.6)","callr (>= 3.6.0), cli (>= 3.2.0), clipr (>= 0.4.0), fs, glue,
knitr (>= 1.23), lifecycle, rlang (>= 1.0.0), rmarkdown,
rstudioapi, utils, withr (>= 2.3.0)",NA,"covr, fortunes, miniUI, rprojroot, sessioninfo, shiny,
spelling, styler (>= 1.2.0), testthat (>= 3.2.1)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"reshape","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.8.9",NA,"R (>= 2.6.1)","plyr",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"reshape2","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.4.4",NA,"R (>= 3.1)","plyr (>= 1.8.1), Rcpp, stringr","Rcpp","covr, lattice, testthat (>= 0.8.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"ResidualMatrix","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.14.1",NA,NA,"methods, Matrix, S4Vectors, DelayedArray",NA,"testthat, BiocStyle, knitr, rmarkdown, BiocSingular",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
"reticulate","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.38.0",NA,"R (>= 3.5)","Matrix, Rcpp (>= 1.0.7), RcppTOML, graphics, here, jsonlite,
methods, png, rappdirs, utils, rlang, withr","Rcpp","callr, knitr, glue, cli, rmarkdown, pillar, testthat",NA,"Apache License 2.0",NA,NA,NA,NA,"yes","4.4.1"
"rhdf5","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.48.0",NA,"R (>= 4.0.0), methods","Rhdf5lib (>= 1.13.4), rhdf5filters (>= 1.15.5)","Rhdf5lib","bit64, BiocStyle, knitr, rmarkdown, testthat, bench, dplyr,
ggplot2, mockery, BiocParallel",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.4.1"
"rhdf5filters","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.16.0",NA,NA,NA,"Rhdf5lib","BiocStyle, knitr, rmarkdown, tinytest, rhdf5 (>= 2.47.7)",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"Rhdf5lib","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.26.0",NA,"R (>= 4.2.0)",NA,NA,"BiocStyle, knitr, rmarkdown, tinytest, mockery",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.4.1"
"RhpcBLASctl","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.23-42",NA,NA,NA,NA,NA,NA,"AGPL-3",NA,NA,NA,NA,"yes","4.4.1"
"Rhtslib","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","3.0.0",NA,NA,"tools, zlibbioc","zlibbioc","knitr, rmarkdown, BiocStyle",NA,"LGPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"rjson","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.2.22",NA,"R (>= 4.4.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.4.1"
"rlang","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.1.4",NA,"R (>= 3.5.0)","utils",NA,"cli (>= 3.1.0), covr, crayon, fs, glue, knitr, magrittr,
methods, pillar, rmarkdown, stats, testthat (>= 3.0.0), tibble,
usethis, vctrs (>= 0.2.3), withr","winch","MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"rmarkdown","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.28",NA,"R (>= 3.0)","bslib (>= 0.2.5.1), evaluate (>= 0.13), fontawesome (>=
0.5.0), htmltools (>= 0.5.1), jquerylib, jsonlite, knitr (>=
1.43), methods, tinytex (>= 0.31), tools, utils, xfun (>=
0.36), yaml (>= 2.1.19)",NA,"digest, dygraphs, fs, rsconnect, downlit (>= 0.4.0), katex
(>= 1.4.0), sass (>= 0.4.0), shiny (>= 1.6.0), testthat (>=
3.0.3), tibble, vctrs, cleanrmd, withr (>= 2.4.2), xml2",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
